Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2013,S12000034,,65-74 years,,All,d,Heart Attack,,c,,c,133.99553054883967
2013,S12000034,,75plus years,,All,d,Heart Attack,,c,,c,643.33203706234
2013,S12000034,,under75 years,,All,d,Heart Attack,,c,,c,25.436906496082905
2013,S12000034,,All,d,All,d,Heart Attack,178,,69.0538076579897,,81.04746824704604
2013,S12000035,,0-44 years,,All,d,Heart Attack,0,,0,,0
2013,S12000035,,45-64 years,,All,d,Heart Attack,,c,,c,30.29916535722423
2013,S12000035,,65-74 years,,All,d,Heart Attack,,c,,c,84.83774474156672
2013,S12000035,,75plus years,,All,d,Heart Attack,,c,,c,668.8106245023838
2013,S12000035,,under75 years,,All,d,Heart Attack,,c,,c,18.6123538654164
2013,S12000035,,All,d,All,d,Heart Attack,76,,86.3145939806928,,77.13019822274347
2013,S12000036,,0-44 years,,All,d,Heart Attack,,c,,c,0.2867463203829872
2013,S12000036,,45-64 years,,All,d,Heart Attack,,c,,c,22.41135561505684
2013,S12000036,,65-74 years,,All,d,Heart Attack,,c,,c,120.39506180118562
2013,S12000036,,75plus years,,All,d,Heart Attack,,c,,c,508.8672531325047
2013,S12000036,,under75 years,,All,d,Heart Attack,,c,,c,20.588278835298205
2013,S12000036,,All,d,All,d,Heart Attack,234,,48.0039387847208,,64.53338652204678
2013,S12000038,,0-44 years,,All,d,Heart Attack,,c,,c,1.1293747136228405
2013,S12000038,,45-64 years,,All,d,Heart Attack,,c,,c,36.03947177258773
2013,S12000038,,65-74 years,,All,d,Heart Attack,,c,,c,204.83158537001472
2013,S12000038,,75plus years,,All,d,Heart Attack,,c,,c,669.9284474241557
2013,S12000038,,under75 years,,All,d,Heart Attack,,c,,c,34.799603108729265
2013,S12000038,,All,d,All,d,Heart Attack,136,,78.2103628730807,,91.96119909711766
2013,S12000039,,0-44 years,,All,d,Heart Attack,0,,0,,0
2013,S12000039,,45-64 years,,All,d,Heart Attack,,c,,c,31.272823556038063
2013,S12000039,,65-74 years,,All,d,Heart Attack,,c,,c,167.596434045723
2013,S12000039,,75plus years,,All,d,Heart Attack,,c,,c,896.9118430230504
2013,S12000039,,under75 years,,All,d,Heart Attack,,c,,c,28.44497122763846
2013,S12000039,,All,d,All,d,Heart Attack,75,,83.5189309576838,,106.60698968922551
2013,S12000040,,0-44 years,,All,d,Heart Attack,,c,,c,2.080583493113044
2013,S12000040,,45-64 years,,All,d,Heart Attack,,c,,c,21.689893644711734
2013,S12000040,,65-74 years,,All,d,Heart Attack,,c,,c,167.07947169895735
2013,S12000040,,75plus years,,All,d,Heart Attack,,c,,c,685.6667385795002
2013,S12000040,,under75 years,,All,d,Heart Attack,,c,,c,26.829320253318876
2013,S12000040,,All,d,All,d,Heart Attack,95,,53.9282470481381,,86.1246879026752
2013,S12000041,,0-44 years,,All,d,Heart Attack,,c,,c,1.6843766843766843
2013,S12000041,,45-64 years,,All,d,Heart Attack,,c,,c,18.15413563681873
2013,S12000041,,65-74 years,,All,d,Heart Attack,,c,,c,101.40337467219244
2013,S12000041,,75plus years,,All,d,Heart Attack,,c,,c,678.0794082972594
2013,S12000041,,under75 years,,All,d,Heart Attack,,c,,c,17.986553509780855
2013,S12000041,,All,d,All,d,Heart Attack,88,,75.6728867486456,,77.39491044065393
2013,S12000042,,0-44 years,,All,d,Heart Attack,,c,,c,2.524546358438976
2013,S12000042,,45-64 years,,All,d,Heart Attack,,c,,c,28.5997736122968
2013,S12000042,,65-74 years,,All,d,Heart Attack,,c,,c,159.6282210881472
2013,S12000042,,75plus years,,All,d,Heart Attack,,c,,c,497.3313349645514
2013,S12000042,,under75 years,,All,d,Heart Attack,,c,,c,28.24522885172654
2013,S12000042,,All,d,All,d,Heart Attack,89,,60.0945307224848,,70.46297840188076
2013,S12000045,,0-44 years,,All,d,Heart Attack,0,,0,,0
2013,S12000045,,45-64 years,,All,d,Heart Attack,,c,,c,16.589894726425168
2013,S12000045,,65-74 years,,All,d,Heart Attack,,c,,c,105.38304808520692
2013,S12000045,,75plus years,,All,d,Heart Attack,,c,,c,560.8054145476938
2013,S12000045,,under75 years,,All,d,Heart Attack,,c,,c,16.9907056609334
2013,S12000045,,All,d,All,d,Heart Attack,67,,63.3030990173847,,65.93402946074184
2013,S12000047,,0-44 years,,All,d,Heart Attack,,c,,c,2.1482782847776867
2013,S12000047,,45-64 years,,All,d,Heart Attack,,c,,c,20.159412360911706
2013,S12000047,,65-74 years,,All,d,Heart Attack,,c,,c,98.78985692226937
2013,S12000047,,75plus years,,All,d,Heart Attack,,c,,c,543.035440910405
2013,S12000047,,under75 years,,All,d,Heart Attack,,c,,c,18.54423024863718
2013,S12000047,,All,d,All,d,Heart Attack,214,,58.3265194875988,,65.74843920819629
2013,S12000048,,0-44 years,,All,d,Heart Attack,,c,,c,2.744645979877824
2013,S12000048,,45-64 years,,All,d,Heart Attack,,c,,c,14.303277439218691
2013,S12000048,,65-74 years,,All,d,Heart Attack,,c,,c,57.07806343515715
2013,S12000048,,75plus years,,All,d,Heart Attack,,c,,c,538.9382575570099
2013,S12000048,,under75 years,,All,d,Heart Attack,,c,,c,12.379861550789538
2013,S12000048,,All,d,All,d,Heart Attack,97,,65.6425526155512,,59.77011719134937
2013,S12000049,,0-44 years,,All,d,Heart Attack,,c,,c,1.153719321168832
2013,S12000049,,45-64 years,,All,d,Heart Attack,,c,,c,48.69409733083887
2013,S12000049,,65-74 years,,All,d,Heart Attack,,c,,c,218.45858081179503
2013,S12000049,,75plus years,,All,d,Heart Attack,,c,,c,737.3960830755076
2013,S12000049,,under75 years,,All,d,Heart Attack,,c,,c,40.071533199276864
2013,S12000049,,All,d,All,d,Heart Attack,434,,72.7553141554349,,102.83074268813763
2013,S12000050,,0-44 years,,All,d,Heart Attack,,c,,c,1.16347663855816
2013,S12000050,,45-64 years,,All,d,Heart Attack,,c,,c,54.73443233211694
2013,S12000050,,65-74 years,,All,d,Heart Attack,,c,,c,195.8114715777328
2013,S12000050,,75plus years,,All,d,Heart Attack,,c,,c,704.4593692907886
2013,S12000050,,under75 years,,All,d,Heart Attack,,c,,c,39.22319392142235
2013,S12000050,,All,d,All,d,Heart Attack,249,,73.7166202853929,,99.09444970466532
2014,S92000003,d,0-44 years,,All,d,Heart Attack,43,,1.47950676685107,,1.6181367882316755
2014,S92000003,d,45-64 years,,All,d,Heart Attack,440,,29.8755547347322,,30.82867505453863
2014,S92000003,d,65-74 years,,All,d,Heart Attack,676,,126.30509031935,,132.65088943754773
2014,S92000003,d,75plus years,,All,d,Heart Attack,2338,,539.657186119408,,584.7942830394147
2014,S92000003,d,under75 years,,All,d,Heart Attack,1159,,23.5839362261063,,25.24366609454983
2014,S92000003,d,All,d,All,d,Heart Attack,3497,,65.3938215274142,,75.60322161958767
2014,S12000005,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000005,,45-64 years,,All,d,Heart Attack,,c,,c,54.399511561172694
2014,S12000005,,65-74 years,,All,d,Heart Attack,,c,,c,124.00574340320588
2014,S12000005,,75plus years,,All,d,Heart Attack,,c,,c,608.1539024595703
2014,S12000005,,under75 years,,All,d,Heart Attack,,c,,c,30.14997101213998
2014,S12000005,,All,d,All,d,Heart Attack,37,,72.2797421371362,,82.17032484240869
2014,S12000006,,0-44 years,,All,d,Heart Attack,,c,,c,4.303712173930736
2014,S12000006,,45-64 years,,All,d,Heart Attack,,c,,c,42.50364875853158
2014,S12000006,,65-74 years,,All,d,Heart Attack,,c,,c,211.48760437433427
2014,S12000006,,75plus years,,All,d,Heart Attack,,c,,c,740.3305505532084
2014,S12000006,,under75 years,,All,d,Heart Attack,,c,,c,39.333703246416
2014,S12000006,,All,d,All,d,Heart Attack,172,,114.697252600694,,102.42341950402732
2014,S12000008,,0-44 years,,All,d,Heart Attack,,c,,c,4.611553984992026
2014,S12000008,,45-64 years,,All,d,Heart Attack,,c,,c,59.06076756150496
2014,S12000008,,65-74 years,,All,d,Heart Attack,,c,,c,195.78282622925929
2014,S12000008,,75plus years,,All,d,Heart Attack,,c,,c,640.6874091261055
2014,S12000008,,under75 years,,All,d,Heart Attack,,c,,c,42.52586737337003
2014,S12000008,,All,d,All,d,Heart Attack,108,,88.4303610906411,,96.36040613111624
2014,S12000010,,0-44 years,,All,d,Heart Attack,,c,,c,4.296886185209968
2014,S12000010,,45-64 years,,All,d,Heart Attack,,c,,c,10.746098763494349
2014,S12000010,,65-74 years,,All,d,Heart Attack,,c,,c,93.99273523412592
2014,S12000010,,75plus years,,All,d,Heart Attack,,c,,c,463.11076285563024
2014,S12000010,,under75 years,,All,d,Heart Attack,,c,,c,16.524474628486377
2014,S12000010,,All,d,All,d,Heart Attack,53,,51.9149769810951,,56.71724056892933
2014,S12000011,,0-44 years,,All,d,Heart Attack,,c,,c,5.819947454188699
2014,S12000011,,45-64 years,,All,d,Heart Attack,,c,,c,27.941310789258782
2014,S12000011,,65-74 years,,All,d,Heart Attack,,c,,c,132.87607389681438
2014,S12000011,,75plus years,,All,d,Heart Attack,,c,,c,509.6513360149181
2014,S12000011,,under75 years,,All,d,Heart Attack,,c,,c,26.92220521272635
2014,S12000011,,All,d,All,d,Heart Attack,64,,69.2565739638567,,70.3678269849236
2014,S12000013,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000013,,45-64 years,,All,d,Heart Attack,,c,,c,23.979505111580583
2014,S12000013,,65-74 years,,All,d,Heart Attack,,c,,c,115.39369509279182
2014,S12000013,,75plus years,,All,d,Heart Attack,,c,,c,415.42690044704415
2014,S12000013,,under75 years,,All,d,Heart Attack,,c,,c,20.297699823419773
2014,S12000013,,All,d,All,d,Heart Attack,18,,66.0550458715596,,55.85932787954597
2014,S12000014,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000014,,45-64 years,,All,d,Heart Attack,,c,,c,28.005975623990103
2014,S12000014,,65-74 years,,All,d,Heart Attack,,c,,c,152.3533262514197
2014,S12000014,,75plus years,,All,d,Heart Attack,,c,,c,481.6757320493568
2014,S12000014,,under75 years,,All,d,Heart Attack,,c,,c,25.734816260171915
2014,S12000014,,All,d,All,d,Heart Attack,90,,57.0740059610628,,66.76949868119856
2014,S12000017,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000017,,45-64 years,,All,d,Heart Attack,,c,,c,31.370048439408976
2014,S12000017,,65-74 years,,All,d,Heart Attack,,c,,c,135.1817491033731
2014,S12000017,,75plus years,,All,d,Heart Attack,,c,,c,451.67219242845874
2014,S12000017,,under75 years,,All,d,Heart Attack,,c,,c,24.733128013513795
2014,S12000017,,All,d,All,d,Heart Attack,140,,60.0652136605457,,63.15764381085885
2014,S12000018,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000018,,45-64 years,,All,d,Heart Attack,,c,,c,25.602814425136156
2014,S12000018,,65-74 years,,All,d,Heart Attack,,c,,c,141.4225397764541
2014,S12000018,,75plus years,,All,d,Heart Attack,,c,,c,476.11335253018945
2014,S12000018,,under75 years,,All,d,Heart Attack,,c,,c,23.773749999108528
2014,S12000018,,All,d,All,d,Heart Attack,52,,65.0894980598323,,64.48431422690581
2014,S12000019,,0-44 years,,All,d,Heart Attack,,c,,c,2.66727632982777
2014,S12000019,,45-64 years,,All,d,Heart Attack,,c,,c,38.18407027572349
2014,S12000019,,65-74 years,,All,d,Heart Attack,,c,,c,181.22679093638823
2014,S12000019,,75plus years,,All,d,Heart Attack,,c,,c,498.45955887478
2014,S12000019,,under75 years,,All,d,Heart Attack,,c,,c,33.613099878565365
2014,S12000019,,All,d,All,d,Heart Attack,54,,62.6304801670146,,75.44928118822469
2014,S12000020,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000020,,45-64 years,,All,d,Heart Attack,,c,,c,19.094647018681304
2014,S12000020,,65-74 years,,All,d,Heart Attack,,c,,c,104.81839246050797
2014,S12000020,,75plus years,,All,d,Heart Attack,,c,,c,626.6099131188887
2014,S12000020,,under75 years,,All,d,Heart Attack,,c,,c,17.654958976158113
2014,S12000020,,All,d,All,d,Heart Attack,67,,70.6974781048855,,72.46090484900387
2014,S12000021,,0-44 years,,All,d,Heart Attack,,c,,c,1.5674683147476376
2014,S12000021,,45-64 years,,All,d,Heart Attack,,c,,c,47.05010668878142
2014,S12000021,,65-74 years,,All,d,Heart Attack,,c,,c,118.23378553769382
2014,S12000021,,75plus years,,All,d,Heart Attack,,c,,c,795.4596081557185
2014,S12000021,,under75 years,,All,d,Heart Attack,,c,,c,28.273910597745772
2014,S12000021,,All,d,All,d,Heart Attack,119,,87.1922626025791,,97.32062337796332
2014,S12000023,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000023,,45-64 years,,All,d,Heart Attack,,c,,c,30.87409682217783
2014,S12000023,,65-74 years,,All,d,Heart Attack,,c,,c,223.91603815899535
2014,S12000023,,75plus years,,All,d,Heart Attack,,c,,c,445.231032659209
2014,S12000023,,under75 years,,All,d,Heart Attack,,c,,c,34.827274356672135
2014,S12000023,,All,d,All,d,Heart Attack,17,,78.7766450417053,,71.76361260390044
2014,S12000026,,0-44 years,,All,d,Heart Attack,,c,,c,1.6107061335689563
2014,S12000026,,45-64 years,,All,d,Heart Attack,,c,,c,22.88012178954172
2014,S12000026,,65-74 years,,All,d,Heart Attack,,c,,c,103.39198945351784
2014,S12000026,,75plus years,,All,d,Heart Attack,,c,,c,450.83076179268767
2014,S12000026,,under75 years,,All,d,Heart Attack,,c,,c,19.548541185686997
2014,S12000026,,All,d,All,d,Heart Attack,72,,63.1357418449667,,58.36394104031706
2014,S12000027,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000027,,45-64 years,,All,d,Heart Attack,,c,,c,30.309274424000755
2014,S12000027,,65-74 years,,All,d,Heart Attack,,c,,c,71.46105372571948
2014,S12000027,,75plus years,,All,d,Heart Attack,,c,,c,727.2051596268007
2014,S12000027,,under75 years,,All,d,Heart Attack,,c,,c,17.071833366550273
2014,S12000027,,All,d,All,d,Heart Attack,17,,73.2127476313523,,80.9838327299728
2014,S12000028,,0-44 years,,All,d,Heart Attack,,c,,c,1.740462266778056
2014,S12000028,,45-64 years,,All,d,Heart Attack,,c,,c,30.977562847173285
2014,S12000028,,65-74 years,,All,d,Heart Attack,,c,,c,154.37917765002285
2014,S12000028,,75plus years,,All,d,Heart Attack,,c,,c,685.7213712493487
2014,S12000028,,under75 years,,All,d,Heart Attack,,c,,c,27.866722452542273
2014,S12000028,,All,d,All,d,Heart Attack,114,,101.306318315116,,87.07364084425485
2014,S12000029,,0-44 years,,All,d,Heart Attack,,c,,c,1.3841855193419643
2014,S12000029,,45-64 years,,All,d,Heart Attack,,c,,c,43.34598683349806
2014,S12000029,,65-74 years,,All,d,Heart Attack,,c,,c,142.59635337815405
2014,S12000029,,75plus years,,All,d,Heart Attack,,c,,c,672.9722924951691
2014,S12000029,,under75 years,,All,d,Heart Attack,,c,,c,29.8975426329976
2014,S12000029,,All,d,All,d,Heart Attack,240,,76.1179828734539,,87.77427012059303
2014,S12000030,,0-44 years,,All,d,Heart Attack,,c,,c,7.342767648853989
2014,S12000030,,45-64 years,,All,d,Heart Attack,,c,,c,50.05361136867607
2014,S12000030,,65-74 years,,All,d,Heart Attack,,c,,c,65.89726850998859
2014,S12000030,,75plus years,,All,d,Heart Attack,,c,,c,531.0148475830249
2014,S12000030,,under75 years,,All,d,Heart Attack,,c,,c,26.53682938091112
2014,S12000030,,All,d,All,d,Heart Attack,62,,67.7447552447552,,71.93985101910135
2014,S12000033,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000033,,45-64 years,,All,d,Heart Attack,,c,,c,20.62147368288596
2014,S12000033,,65-74 years,,All,d,Heart Attack,,c,,c,146.68892644972755
2014,S12000033,,75plus years,,All,d,Heart Attack,,c,,c,605.7192292211913
2014,S12000033,,under75 years,,All,d,Heart Attack,,c,,c,22.930799783721064
2014,S12000033,,All,d,All,d,Heart Attack,134,,58.5357330071641,,75.38175843309338
2014,S12000034,,0-44 years,,All,d,Heart Attack,,c,,c,1.3463816953638308
2014,S12000034,,45-64 years,,All,d,Heart Attack,,c,,c,27.248495242536343
2014,S12000034,,65-74 years,,All,d,Heart Attack,,c,,c,132.78429758099313
2014,S12000034,,75plus years,,All,d,Heart Attack,,c,,c,664.7663872179619
2014,S12000034,,under75 years,,All,d,Heart Attack,,c,,c,24.05521824260756
2014,S12000034,,All,d,All,d,Heart Attack,176,,67.5546002379764,,81.71922345038945
2014,S12000035,,0-44 years,,All,d,Heart Attack,,c,,c,3.203895937459951
2014,S12000035,,45-64 years,,All,d,Heart Attack,,c,,c,11.116869006145878
2014,S12000035,,65-74 years,,All,d,Heart Attack,,c,,c,148.65131129493514
2014,S12000035,,75plus years,,All,d,Heart Attack,,c,,c,475.6257605328528
2014,S12000035,,under75 years,,All,d,Heart Attack,,c,,c,22.290617339368374
2014,S12000035,,All,d,All,d,Heart Attack,62,,70.7358813462636,,63.09078022678198
2014,S12000036,,0-44 years,,All,d,Heart Attack,,c,,c,1.532531240053239
2014,S12000036,,45-64 years,,All,d,Heart Attack,,c,,c,24.75623345134001
2014,S12000036,,65-74 years,,All,d,Heart Attack,,c,,c,92.39826974319044
2014,S12000036,,75plus years,,All,d,Heart Attack,,c,,c,493.218856009535
2014,S12000036,,under75 years,,All,d,Heart Attack,,c,,c,18.779985777218513
2014,S12000036,,All,d,All,d,Heart Attack,231,,46.8930797182355,,61.47948409812699
2014,S12000038,,0-44 years,,All,d,Heart Attack,,c,,c,2.4555115411823247
2014,S12000038,,45-64 years,,All,d,Heart Attack,,c,,c,30.065548428289837
2014,S12000038,,65-74 years,,All,d,Heart Attack,,c,,c,175.76019015547553
2014,S12000038,,75plus years,,All,d,Heart Attack,,c,,c,684.4979635914846
2014,S12000038,,under75 years,,All,d,Heart Attack,,c,,c,30.492490694571643
2014,S12000038,,All,d,All,d,Heart Attack,134,,76.9098318314871,,89.35298325529381
2014,S12000039,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000039,,45-64 years,,All,d,Heart Attack,,c,,c,32.990238023174875
2014,S12000039,,65-74 years,,All,d,Heart Attack,,c,,c,139.3032561603596
2014,S12000039,,75plus years,,All,d,Heart Attack,,c,,c,926.300836367841
2014,S12000039,,under75 years,,All,d,Heart Attack,,c,,c,25.680499970306705
2014,S12000039,,All,d,All,d,Heart Attack,73,,81.3733140118159,,106.73633024608478
2014,S12000040,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000040,,45-64 years,,All,d,Heart Attack,,c,,c,28.14101387243247
2014,S12000040,,65-74 years,,All,d,Heart Attack,,c,,c,131.8662427740829
2014,S12000040,,75plus years,,All,d,Heart Attack,,c,,c,603.9480003609316
2014,S12000040,,under75 years,,All,d,Heart Attack,,c,,c,23.41024633788276
2014,S12000040,,All,d,All,d,Heart Attack,90,,50.7900677200903,,75.65864419995715
2014,S12000041,,0-44 years,,All,d,Heart Attack,,c,,c,2.1641006615964877
2014,S12000041,,45-64 years,,All,d,Heart Attack,,c,,c,21.334505206095944
2014,S12000041,,65-74 years,,All,d,Heart Attack,,c,,c,74.6689955721459
2014,S12000041,,75plus years,,All,d,Heart Attack,,c,,c,611.2675243505445
2014,S12000041,,under75 years,,All,d,Heart Attack,,c,,c,16.11264040873939
2014,S12000041,,All,d,All,d,Heart Attack,84,,71.9547712866198,,69.67657996350185
2014,S12000042,,0-44 years,,All,d,Heart Attack,,c,,c,1.5901573801475666
2014,S12000042,,45-64 years,,All,d,Heart Attack,,c,,c,34.40109607326241
2014,S12000042,,65-74 years,,All,d,Heart Attack,,c,,c,109.90560750809048
2014,S12000042,,75plus years,,All,d,Heart Attack,,c,,c,565.55061732323
2014,S12000042,,under75 years,,All,d,Heart Attack,,c,,c,23.642927728619476
2014,S12000042,,All,d,All,d,Heart Attack,95,,64.1328562748937,,72.41461979213443
2014,S12000045,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000045,,45-64 years,,All,d,Heart Attack,,c,,c,12.455360957042572
2014,S12000045,,65-74 years,,All,d,Heart Attack,,c,,c,85.6591746527948
2014,S12000045,,75plus years,,All,d,Heart Attack,,c,,c,476.44123451224846
2014,S12000045,,under75 years,,All,d,Heart Attack,,c,,c,13.510861529845863
2014,S12000045,,All,d,All,d,Heart Attack,58,,54.3529191266048,,55.17459509826209
2014,S12000047,,0-44 years,,All,d,Heart Attack,,c,,c,0.5391798919791598
2014,S12000047,,45-64 years,,All,d,Heart Attack,,c,,c,24.966496938884088
2014,S12000047,,65-74 years,,All,d,Heart Attack,,c,,c,99.2873098236586
2014,S12000047,,75plus years,,All,d,Heart Attack,,c,,c,377.14712278411145
2014,S12000047,,under75 years,,All,d,Heart Attack,,c,,c,19.0466443537991
2014,S12000047,,All,d,All,d,Heart Attack,170,,46.2899931926481,,51.2756874125272
2014,S12000048,,0-44 years,,All,d,Heart Attack,0,,0,,0
2014,S12000048,,45-64 years,,All,d,Heart Attack,,c,,c,30.151075099670113
2014,S12000048,,65-74 years,,All,d,Heart Attack,,c,,c,52.63662053540797
2014,S12000048,,75plus years,,All,d,Heart Attack,,c,,c,511.3895992653585
2014,S12000048,,under75 years,,All,d,Heart Attack,,c,,c,14.853714349044411
2014,S12000048,,All,d,All,d,Heart Attack,94,,63.1169005573088,,59.54194399151268
2014,S12000049,,0-44 years,,All,d,Heart Attack,,c,,c,2.312113911762129
2014,S12000049,,45-64 years,,All,d,Heart Attack,,c,,c,38.09829801996669
2014,S12000049,,65-74 years,,All,d,Heart Attack,,c,,c,165.11457959783203
2014,S12000049,,75plus years,,All,d,Heart Attack,,c,,c,685.1338276522042
2014,S12000049,,under75 years,,All,d,Heart Attack,,c,,c,31.518265214741852
2014,S12000049,,All,d,All,d,Heart Attack,372,,62.0372223334,,90.34366583411348
2014,S12000050,,0-44 years,,All,d,Heart Attack,,c,,c,2.2783673301119953
2014,S12000050,,45-64 years,,All,d,Heart Attack,,c,,c,29.140369725385987
2014,S12000050,,65-74 years,,All,d,Heart Attack,,c,,c,177.33748927221555
2014,S12000050,,75plus years,,All,d,Heart Attack,,c,,c,718.8001003164223
2014,S12000050,,under75 years,,All,d,Heart Attack,,c,,c,30.299948031945497
2014,S12000050,,All,d,All,d,Heart Attack,228,,67.4556213017751,,92.26496173754842
2015,S92000003,d,0-44 years,,All,d,Heart Attack,39,,1.34063325327347,,1.4796822552469782
2015,S92000003,d,45-64 years,,All,d,Heart Attack,404,,27.2801734586871,,28.140750359405335
2015,S92000003,d,65-74 years,,All,d,Heart Attack,702,,128.740961082451,,135.7516141901964
2015,S92000003,d,75plus years,,All,d,Heart Attack,2393,,546.70026523987,,591.1608852902871
2015,S92000003,d,under75 years,,All,d,Heart Attack,1145,,23.2002906418943,,24.736534893457584
2015,S92000003,d,All,d,All,d,Heart Attack,3538,,65.8477573050437,,75.71472642917225
2015,S12000005,,0-44 years,,All,d,Heart Attack,,c,,c,4.252940604646642
2015,S12000005,,45-64 years,,All,d,Heart Attack,,c,,c,13.631618380080637
2015,S12000005,,65-74 years,,All,d,Heart Attack,,c,,c,191.66558503464904
2015,S12000005,,75plus years,,All,d,Heart Attack,,c,,c,396.14335758445094
2015,S12000005,,under75 years,,All,d,Heart Attack,,c,,c,28.60862991853704
2015,S12000005,,All,d,All,d,Heart Attack,29,,56.4641744548287,,61.68675540846928
2015,S12000006,,0-44 years,,All,d,Heart Attack,0,,0,,0
2015,S12000006,,45-64 years,,All,d,Heart Attack,,c,,c,28.37280782406694
2015,S12000006,,65-74 years,,All,d,Heart Attack,,c,,c,155.31280768591373
2015,S12000006,,75plus years,,All,d,Heart Attack,,c,,c,752.3601955213982
2015,S12000006,,under75 years,,All,d,Heart Attack,,c,,c,26.18311964878976
2015,S12000006,,All,d,All,d,Heart Attack,158,,105.565577604062,,91.53905647732452
2015,S12000008,,0-44 years,,All,d,Heart Attack,0,,0,,0
2015,S12000008,,45-64 years,,All,d,Heart Attack,,c,,c,37.47247153003127
2015,S12000008,,65-74 years,,All,d,Heart Attack,,c,,c,213.3963480631648
2015,S12000008,,75plus years,,All,d,Heart Attack,,c,,c,625.6624527236208
2015,S12000008,,under75 years,,All,d,Heart Attack,,c,,c,35.534968683616036
2015,S12000008,,All,d,All,d,Heart Attack,102,,83.5654596100279,,88.64644224721647
2015,S12000010,,0-44 years,,All,d,Heart Attack,,c,,c,1.7820955406877872
2015,S12000010,,45-64 years,,All,d,Heart Attack,,c,,c,28.512733745541755
2015,S12000010,,65-74 years,,All,d,Heart Attack,,c,,c,85.91136958788957
2015,S12000010,,75plus years,,All,d,Heart Attack,,c,,c,733.7595556187283
2015,S12000010,,under75 years,,All,d,Heart Attack,,c,,c,19.273516309086126
2015,S12000010,,All,d,All,d,Heart Attack,80,,77.6322173702086,,83.57725984695392
2015,S12000011,,0-44 years,,All,d,Heart Attack,,c,,c,3.2620696577336146
2015,S12000011,,45-64 years,,All,d,Heart Attack,,c,,c,28.064892587887904
2015,S12000011,,65-74 years,,All,d,Heart Attack,,c,,c,98.49149464212417
2015,S12000011,,75plus years,,All,d,Heart Attack,,c,,c,469.784196868145
2015,S12000011,,under75 years,,All,d,Heart Attack,,c,,c,21.47288031691152
2015,S12000011,,All,d,All,d,Heart Attack,58,,62.4058532386486,,61.82089880652253
2015,S12000013,,0-44 years,,All,d,Heart Attack,,c,,c,7.6703922857769005
2015,S12000013,,45-64 years,,All,d,Heart Attack,,c,,c,60.132888353912506
2015,S12000013,,65-74 years,,All,d,Heart Attack,,c,,c,236.80059001496613
2015,S12000013,,75plus years,,All,d,Heart Attack,,c,,c,797.9608899865528
2015,S12000013,,under75 years,,All,d,Heart Attack,,c,,c,49.38603208755801
2015,S12000013,,All,d,All,d,Heart Attack,36,,132.988548208349,,116.75776929846757
2015,S12000014,,0-44 years,,All,d,Heart Attack,,c,,c,1.086585327993543
2015,S12000014,,45-64 years,,All,d,Heart Attack,,c,,c,39.05276724893962
2015,S12000014,,65-74 years,,All,d,Heart Attack,,c,,c,163.83887502154442
2015,S12000014,,75plus years,,All,d,Heart Attack,,c,,c,597.9828432623473
2015,S12000014,,under75 years,,All,d,Heart Attack,,c,,c,30.921781621261182
2015,S12000014,,All,d,All,d,Heart Attack,107,,67.5249274264799,,81.95727716895892
2015,S12000017,,0-44 years,,All,d,Heart Attack,0,,0,,0
2015,S12000017,,45-64 years,,All,d,Heart Attack,,c,,c,34.442047545831066
2015,S12000017,,65-74 years,,All,d,Heart Attack,,c,,c,109.40378956046632
2015,S12000017,,75plus years,,All,d,Heart Attack,,c,,c,463.34575501794234
2015,S12000017,,under75 years,,All,d,Heart Attack,,c,,c,22.65334121263098
2015,S12000017,,All,d,All,d,Heart Attack,145,,61.9366964247576,,62.315658455108995
2015,S12000018,,0-44 years,,All,d,Heart Attack,0,,0,,0
2015,S12000018,,45-64 years,,All,d,Heart Attack,,c,,c,26.959600965110752
2015,S12000018,,65-74 years,,All,d,Heart Attack,,c,,c,103.93272074089114
2015,S12000018,,75plus years,,All,d,Heart Attack,,c,,c,567.9752283390504
2015,S12000018,,under75 years,,All,d,Heart Attack,,c,,c,19.84310981708563
2015,S12000018,,All,d,All,d,Heart Attack,52,,65.4088050314465,,69.17500048406245
2015,S12000019,,0-44 years,,All,d,Heart Attack,0,,0,,0
2015,S12000019,,45-64 years,,All,d,Heart Attack,,c,,c,25.20795899869467
2015,S12000019,,65-74 years,,All,d,Heart Attack,,c,,c,124.58171688766204
2015,S12000019,,75plus years,,All,d,Heart Attack,,c,,c,438.35601162208343
2015,S12000019,,under75 years,,All,d,Heart Attack,,c,,c,21.715592755888572
