Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2022,S12000038,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,4.912073877591119
2022,S12000038,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,4.152561104787515
2022,S12000038,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,166.41679016785784
2022,S12000038,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,25.562600993520885
2022,S12000038,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,473.3351396573917
2022,S12000038,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,144.39792471974994
2022,S12000038,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1208.0217928627153
2022,S12000038,,75plus years,,Females,,Coronary Heart Disease,,c,,c,674.1434793849229
2022,S12000039,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,5.5420961791205485
2022,S12000039,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,4.519861563097268
2022,S12000039,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,159.75949449409217
2022,S12000039,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,51.52693599666
2022,S12000039,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,368.8144938569241
2022,S12000039,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,188.22198165448236
2022,S12000039,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1263.080843490265
2022,S12000039,,75plus years,,Females,,Coronary Heart Disease,,c,,c,748.4532744923484
2022,S12000040,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,2.186365822729459
2022,S12000040,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,2.1303143735354086
2022,S12000040,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,116.60400637756752
2022,S12000040,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,25.49439039539748
2022,S12000040,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,349.88483250537934
2022,S12000040,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,145.55381414408623
2022,S12000040,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1146.1733364209408
2022,S12000040,,75plus years,,Females,,Coronary Heart Disease,,c,,c,700.9041547763535
2022,S12000041,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,8.133787654220507
2022,S12000041,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000041,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,70.7073143274321
2022,S12000041,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,39.492082608882995
2022,S12000041,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,407.0294630603656
2022,S12000041,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,99.89935486253805
2022,S12000041,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1167.4405295209008
2022,S12000041,,75plus years,,Females,,Coronary Heart Disease,,c,,c,607.0114532472945
2022,S12000042,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,9.441260774961489
2022,S12000042,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000042,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,141.0952114031889
2022,S12000042,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,36.68629216480856
2022,S12000042,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,452.5195145884801
2022,S12000042,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,212.3902985046099
2022,S12000042,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1084.7283595954011
2022,S12000042,,75plus years,,Females,,Coronary Heart Disease,,c,,c,684.3627007057053
2022,S12000045,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000045,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,4.259928676622728
2022,S12000045,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,68.68272847884106
2022,S12000045,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,33.45869950499027
2022,S12000045,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,145.83651709266428
2022,S12000045,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,113.22148508187168
2022,S12000045,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1118.816666627149
2022,S12000045,,75plus years,,Females,,Coronary Heart Disease,,c,,c,539.7702762604575
2022,S12000047,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,12.19266065447272
2022,S12000047,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,3.304008352998233
2022,S12000047,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,116.48580773400694
2022,S12000047,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,41.938709745747154
2022,S12000047,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,337.7440295279774
2022,S12000047,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,126.46319583554693
2022,S12000047,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1383.4374069127648
2022,S12000047,,75plus years,,Females,,Coronary Heart Disease,,c,,c,738.0702232312738
2022,S12000048,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000048,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000048,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,102.59671917240333
2022,S12000048,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,39.37007087613046
2022,S12000048,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,268.3176358057198
2022,S12000048,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,69.66325525747372
2022,S12000048,,75plus years,,Males,,Coronary Heart Disease,,c,,c,789.9088838221269
2022,S12000048,,75plus years,,Females,,Coronary Heart Disease,,c,,c,417.6276498093067
2022,S12000049,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,6.2434088274236235
2022,S12000049,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,3.031020349728041
2022,S12000049,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,177.87492593977788
2022,S12000049,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,66.46221971779075
2022,S12000049,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,493.8221058484908
2022,S12000049,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,256.24309499113247
2022,S12000049,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1368.5747532603853
2022,S12000049,,75plus years,,Females,,Coronary Heart Disease,,c,,c,739.862889843103
2022,S12000050,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,5.836052284589605
2022,S12000050,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,1.109177972359285
2022,S12000050,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,149.3893380750096
2022,S12000050,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,42.96914122645429
2022,S12000050,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,399.5244420571354
2022,S12000050,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,204.79467741913805
2022,S12000050,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1440.1915824844918
2022,S12000050,,75plus years,,Females,,Coronary Heart Disease,,c,,c,753.9621687827884
2013,S92000003,d,All,d,Males,,Coronary Heart Disease,4155,,160.630615306107,,209.8810642934958
2013,S92000003,d,All,d,Females,,Coronary Heart Disease,3084,,112.512860176139,,108.67408337575417
2013,S12000005,,All,d,Males,,Coronary Heart Disease,46,,182.888040712468,,241.69832796936817
2013,S12000005,,All,d,Females,,Coronary Heart Disease,27,,103.337415799143,,111.03839487190906
2013,S12000006,,All,d,Males,,Coronary Heart Disease,168,,230.200054809537,,241.02512479834533
2013,S12000006,,All,d,Females,,Coronary Heart Disease,106,,137.128072445019,,106.7556729817622
2013,S12000008,,All,d,Males,,Coronary Heart Disease,112,,188.959373734647,,231.93069888737995
2013,S12000008,,All,d,Females,,Coronary Heart Disease,104,,164.66639222268,,159.71639758618454
2013,S12000010,,All,d,Males,,Coronary Heart Disease,76,,156.41722235943,,186.83273266023537
2013,S12000010,,All,d,Females,,Coronary Heart Disease,58,,109.844324078633,,100.60802606807124
2013,S12000011,,All,d,Males,,Coronary Heart Disease,51,,116.948336352588,,148.9199329219242
2013,S12000011,,All,d,Females,,Coronary Heart Disease,58,,121.032532710085,,101.33448848632142
2013,S12000013,,All,d,Males,,Coronary Heart Disease,17,,125.748945927953,,137.57956543368684
2013,S12000013,,All,d,Females,,Coronary Heart Disease,11,,79.2450111663425,,55.87870468923765
2013,S12000014,,All,d,Males,,Coronary Heart Disease,123,,160.237620666745,,212.7512987838254
2013,S12000014,,All,d,Females,,Coronary Heart Disease,88,,109.454097687782,,112.25702595905528
2013,S12000017,,All,d,Males,,Coronary Heart Disease,186,,163.134998596688,,188.30934435195857
2013,S12000017,,All,d,Females,,Coronary Heart Disease,132,,111.00459155356,,100.04659493408732
2013,S12000018,,All,d,Males,,Coronary Heart Disease,62,,161.391087047064,,182.76640581880105
2013,S12000018,,All,d,Females,,Coronary Heart Disease,52,,124.033966224597,,106.4181452722112
2013,S12000019,,All,d,Males,,Coronary Heart Disease,55,,135.274730680309,,162.84820361927592
2013,S12000019,,All,d,Females,,Coronary Heart Disease,39,,88.5317352220104,,93.62531190179465
2013,S12000020,,All,d,Males,,Coronary Heart Disease,63,,135.152529283048,,168.34350943566275
2013,S12000020,,All,d,Females,,Coronary Heart Disease,62,,129.853809743225,,118.01824455757291
2013,S12000021,,All,d,Males,,Coronary Heart Disease,148,,227.077451822757,,259.18154111102336
2013,S12000021,,All,d,Females,,Coronary Heart Disease,102,,142.132545566022,,128.0071250142219
2013,S12000023,,All,d,Males,,Coronary Heart Disease,16,,149.211974260934,,168.7856260581682
2013,S12000023,,All,d,Females,,Coronary Heart Disease,12,,110.731752329981,,93.38942307692308
2013,S12000026,,All,d,Males,,Coronary Heart Disease,98,,177.179946122833,,194.37231356898155
2013,S12000026,,All,d,Females,,Coronary Heart Disease,79,,134.883641516843,,108.12485878376546
2013,S12000027,,All,d,Males,,Coronary Heart Disease,23,,195.395463427066,,258.6644368925876
2013,S12000027,,All,d,Females,,Coronary Heart Disease,9,,78.747046985738,,75.77817267886843
2013,S12000028,,All,d,Males,,Coronary Heart Disease,123,,228.654285873627,,220.70974333970452
2013,S12000028,,All,d,Females,,Coronary Heart Disease,78,,132.031078084534,,99.80332114006548
2013,S12000029,,All,d,Males,,Coronary Heart Disease,239,,157.741198833111,,214.01188873771105
2013,S12000029,,All,d,Females,,Coronary Heart Disease,198,,121.252204585538,,116.23841083224256
2013,S12000030,,All,d,Males,,Coronary Heart Disease,59,,134.463740371029,,180.37214656838265
2013,S12000030,,All,d,Females,,Coronary Heart Disease,49,,103.48031762122,,103.69270011327912
2013,S12000033,,All,d,Males,,Coronary Heart Disease,130,,115.51961611943,,176.46843646916722
2013,S12000033,,All,d,Females,,Coronary Heart Disease,113,,98.6597983149256,,103.01062971970283
2013,S12000034,,All,d,Males,,Coronary Heart Disease,161,,125.745883970133,,169.0630303769163
2013,S12000034,,All,d,Females,,Coronary Heart Disease,143,,110.225538409361,,114.21061471932056
2013,S12000035,,All,d,Males,,Coronary Heart Disease,79,,181.747072491775,,193.2420049904331
2013,S12000035,,All,d,Females,,Coronary Heart Disease,69,,154.767512280466,,115.28816332087052
2013,S12000036,,All,d,Males,,Coronary Heart Disease,314,,132.233353968475,,204.1269467533038
2013,S12000036,,All,d,Females,,Coronary Heart Disease,228,,91.1996352014592,,93.62861144077628
2013,S12000038,,All,d,Males,,Coronary Heart Disease,141,,168.54939931863,,217.90030667906865
2013,S12000038,,All,d,Females,,Coronary Heart Disease,100,,110.821743226021,,109.9358557881221
2013,S12000039,,All,d,Males,,Coronary Heart Disease,86,,201.452330756617,,290.44916030212516
2013,S12000039,,All,d,Females,,Coronary Heart Disease,59,,125.238802801953,,121.09860416615815
2013,S12000040,,All,d,Males,,Coronary Heart Disease,129,,149.577357002887,,243.91675006687404
2013,S12000040,,All,d,Females,,Coronary Heart Disease,81,,90.0830766151006,,117.1168457253905
2013,S12000041,,All,d,Males,,Coronary Heart Disease,100,,176.669081144109,,202.98143709401137
2013,S12000041,,All,d,Females,,Coronary Heart Disease,68,,113.927655938479,,89.80413038408088
2013,S12000042,,All,d,Males,,Coronary Heart Disease,115,,161.260920168833,,204.61142335668401
2013,S12000042,,All,d,Females,,Coronary Heart Disease,82,,106.788909581049,,101.92197893458138
2013,S12000045,,All,d,Males,,Coronary Heart Disease,68,,132.535521468805,,147.5329667266397
2013,S12000045,,All,d,Females,,Coronary Heart Disease,55,,100.856362202703,,83.90592805354285
2013,S12000047,,All,d,Males,,Coronary Heart Disease,317,,178.11890701294,,221.75929709498544
2013,S12000047,,All,d,Females,,Coronary Heart Disease,193,,102.154777720731,,96.7296822447658
2013,S12000048,,All,d,Males,,Coronary Heart Disease,106,,147.054743209123,,155.70874516758727
2013,S12000048,,All,d,Females,,Coronary Heart Disease,99,,130.800126836487,,99.0490253028868
2013,S12000049,,All,d,Males,,Coronary Heart Disease,433,,150.260092238181,,242.03401530873515
2013,S12000049,,All,d,Females,,Coronary Heart Disease,343,,111.236148180819,,125.43563023740263
2013,S12000050,,All,d,Males,,Coronary Heart Disease,311,,190.329312550107,,277.41556272575167
2013,S12000050,,All,d,Females,,Coronary Heart Disease,187,,107.237683436652,,124.72879588480198
2014,S92000003,d,All,d,Males,,Coronary Heart Disease,3989,,153.628111364013,,197.81659624494617
2014,S92000003,d,All,d,Females,,Coronary Heart Disease,2883,,104.795588625517,,99.52330596775944
2014,S12000005,,All,d,Males,,Coronary Heart Disease,37,,147.375129451127,,189.14379293140712
2014,S12000005,,All,d,Females,,Coronary Heart Disease,30,,115.013034810612,,117.38589553372904
2014,S12000006,,All,d,Males,,Coronary Heart Disease,154,,211.465842773773,,213.05452364785071
2014,S12000006,,All,d,Females,,Coronary Heart Disease,109,,141.310689051663,,108.71407574264482
2014,S12000008,,All,d,Males,,Coronary Heart Disease,102,,172.402136434318,,209.0591977441883
2014,S12000008,,All,d,Females,,Coronary Heart Disease,100,,158.815868881619,,153.85381685238295
2014,S12000010,,All,d,Males,,Coronary Heart Disease,71,,145.253682487725,,181.85487151600307
2014,S12000010,,All,d,Females,,Coronary Heart Disease,54,,101.484683330201,,94.51494697085948
2014,S12000011,,All,d,Males,,Coronary Heart Disease,56,,127.232244285909,,150.75891758163465
2014,S12000011,,All,d,Females,,Coronary Heart Disease,46,,95.049177617985,,80.82000712270127
2014,S12000013,,All,d,Males,,Coronary Heart Disease,25,,185.956560547456,,213.22636377970744
2014,S12000013,,All,d,Females,,Coronary Heart Disease,17,,123.134868897581,,80.20536347896362
2014,S12000014,,All,d,Males,,Coronary Heart Disease,115,,149.263417483289,,202.07678613662756
2014,S12000014,,All,d,Females,,Coronary Heart Disease,83,,102.920205840412,,103.88537733957624
2014,S12000017,,All,d,Males,,Coronary Heart Disease,194,,170.085919691391,,190.6375312392355
2014,S12000017,,All,d,Females,,Coronary Heart Disease,113,,94.9420265501596,,82.5693406038218
2014,S12000018,,All,d,Males,,Coronary Heart Disease,58,,152.015516066467,,187.26736652730952
2014,S12000018,,All,d,Females,,Coronary Heart Disease,64,,153.344834195898,,130.4361472627139
2014,S12000019,,All,d,Males,,Coronary Heart Disease,62,,149.293264947386,,195.34122238189676
2014,S12000019,,All,d,Females,,Coronary Heart Disease,41,,91.7410664339576,,95.49547037575844
2014,S12000020,,All,d,Males,,Coronary Heart Disease,69,,147.856086742238,,170.23502907636345
2014,S12000020,,All,d,Females,,Coronary Heart Disease,59,,122.653472756377,,106.05569030091232
2014,S12000021,,All,d,Males,,Coronary Heart Disease,113,,174.16232545236,,206.0321523088685
2014,S12000021,,All,d,Females,,Coronary Heart Disease,93,,129.891896421688,,112.2776019540637
2014,S12000023,,All,d,Males,,Coronary Heart Disease,18,,167.769596420915,,165.96018159120064
2014,S12000023,,All,d,Females,,Coronary Heart Disease,12,,110.588885816975,,93.2711714211139
2014,S12000026,,All,d,Males,,Coronary Heart Disease,114,,206.077477900902,,204.40059768591703
2014,S12000026,,All,d,Females,,Coronary Heart Disease,63,,107.287001243167,,82.97251508297616
2014,S12000027,,All,d,Males,,Coronary Heart Disease,21,,178.071737471381,,219.60799842737467
2014,S12000027,,All,d,Females,,Coronary Heart Disease,13,,113.765642775882,,105.18536668281274
2014,S12000028,,All,d,Males,,Coronary Heart Disease,96,,178.800916354696,,171.5177171865892
2014,S12000028,,All,d,Females,,Coronary Heart Disease,105,,178.45306684342,,138.34262158568515
2014,S12000029,,All,d,Males,,Coronary Heart Disease,216,,142.289678069603,,182.98090013623985
2014,S12000029,,All,d,Females,,Coronary Heart Disease,191,,116.821715383157,,110.97318641331889
2014,S12000030,,All,d,Males,,Coronary Heart Disease,71,,161.459043980534,,196.50927969400993
2014,S12000030,,All,d,Females,,Coronary Heart Disease,43,,90.4387330164472,,87.28111036297791
2014,S12000033,,All,d,Males,,Coronary Heart Disease,147,,129.541669236938,,193.71843278925024
2014,S12000033,,All,d,Females,,Coronary Heart Disease,107,,92.6864339977305,,95.75788285219424
2014,S12000034,,All,d,Males,,Coronary Heart Disease,197,,152.157626032084,,201.8483523801275
2014,S12000034,,All,d,Females,,Coronary Heart Disease,123,,93.8508610625749,,94.04101757856962
2014,S12000035,,All,d,Males,,Coronary Heart Disease,65,,149.752332680567,,160.227601553711
2014,S12000035,,All,d,Females,,Coronary Heart Disease,53,,119.787546615437,,87.44877226468394
2014,S12000036,,All,d,Males,,Coronary Heart Disease,298,,124.228263180494,,185.78841192387657
2014,S12000036,,All,d,Females,,Coronary Heart Disease,220,,87.0497647677948,,87.40499837323941
2014,S12000038,,All,d,Males,,Coronary Heart Disease,139,,165.940428579956,,205.1410406365669
2014,S12000038,,All,d,Females,,Coronary Heart Disease,96,,106.118388326977,,103.2176490957218
2014,S12000039,,All,d,Males,,Coronary Heart Disease,90,,210.807392312557,,289.59991924414044
2014,S12000039,,All,d,Females,,Coronary Heart Disease,46,,97.8369525916158,,95.09488704491098
2014,S12000040,,All,d,Males,,Coronary Heart Disease,120,,138.253626277406,,227.82657716347433
2014,S12000040,,All,d,Females,,Coronary Heart Disease,70,,77.4310587038041,,97.60917771408556
2014,S12000041,,All,d,Males,,Coronary Heart Disease,98,,172.483587658623,,182.11740129908608
2014,S12000041,,All,d,Females,,Coronary Heart Disease,67,,111.810156367338,,84.9584501923543
2014,S12000042,,All,d,Males,,Coronary Heart Disease,125,,175.244290541014,,229.2175870075051
2014,S12000042,,All,d,Females,,Coronary Heart Disease,91,,118.488040520306,,109.84496023837411
2014,S12000045,,All,d,Males,,Coronary Heart Disease,70,,135.435813098578,,151.4028128876875
2014,S12000045,,All,d,Females,,Coronary Heart Disease,41,,74.5115856428896,,60.28474828785881
2014,S12000047,,All,d,Males,,Coronary Heart Disease,274,,154.008723413823,,184.48503104908713
2014,S12000047,,All,d,Females,,Coronary Heart Disease,162,,85.561271377114,,79.28719637694451
2014,S12000048,,All,d,Males,,Coronary Heart Disease,123,,169.125634221128,,179.99973247049277
2014,S12000048,,All,d,Females,,Coronary Heart Disease,89,,116.793302100967,,89.30186168905608
2014,S12000049,,All,d,Males,,Coronary Heart Disease,377,,129.96997245464,,216.1410026463488
2014,S12000049,,All,d,Females,,Coronary Heart Disease,308,,99.4918807518744,,111.99077414959892
2014,S12000050,,All,d,Males,,Coronary Heart Disease,274,,167.661006577941,,243.87458396474943
